epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
18,2232.02,1.18559,0.8099,0.94813,0.72593,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2355.54,1.18146,0.8106,0.95024,0.71296,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2479.12,1.16902,0.81556,0.95126,0.70092,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2602.17,1.17041,0.8195,0.95283,0.69381,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2727.72,1.15465,0.8209,0.95266,0.68732,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,2852.77,1.15693,0.81869,0.95245,0.69137,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,2976.29,1.14505,0.82074,0.95234,0.68824,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3099.12,1.11699,0.82198,0.95374,0.68258,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3221.63,1.12068,0.82424,0.95401,0.68053,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3345.09,1.10834,0.82262,0.95407,0.68064,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3467.9,1.10237,0.823,0.95374,0.68147,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3591.66,1.08953,0.82349,0.95363,0.68233,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3715.97,1.06954,0.8237,0.95374,0.68116,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,3841.55,1.07475,0.82332,0.95369,0.68148,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,3965.06,1.06635,0.82268,0.95326,0.68327,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4088.7,1.05219,0.8223,0.9532,0.68418,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4211.95,1.03034,0.82203,0.95315,0.68611,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,4335.08,1.02782,0.82262,0.95369,0.6846,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,4458.65,1.01812,0.82203,0.95309,0.68513,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,4582.33,1.0047,0.82198,0.95299,0.68442,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,4706.26,0.99655,0.82138,0.95288,0.68553,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,4830.05,0.9916,0.82052,0.95331,0.68747,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,4953.82,0.98752,0.8203,0.95304,0.68728,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5077.85,0.96884,0.82009,0.95218,0.6885,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
